34	-1	-1	-1
137	-1	-1	-1
144	-1	-1	-1
145	-1	-1	-1
35	86700275	45040035	3
35	-1	-1	-1
37	-1	-1	-1
38	-1	-1	-1
36	86701875	45039035	4
36	-1	-1	-1
144	-1	-1	-1
146	-1	-1	-1
147	-1	-1	-1
37	86698575	45041835	4
37	-1	-1	-1
40	-1	-1	-1
43	-1	-1	-1
44	-1	-1	-1
38	86700375	45040835	3
38	-1	-1	-1
45	-1	-1	-1
46	-1	-1	-1
39	86696675	45042236	2
39	-1	-1	-1
41	-1	-1	-1
40	86697775	45042736	3
41	-1	-1	-1
42	-1	-1	-1
43	-1	-1	-1
41	86699575	45043535	4
42	-1	-1	-1
47	-1	-1	-1
53	-1	-1	-1
54	-1	-1	-1
42	86700375	45042635	5
44	-1	-1	-1
45	-1	-1	-1
47	-1	-1	-1
48	-1	-1	-1
49	-1	-1	-1
43	86701875	45040835	4
46	-1	-1	-1
147	-1	-1	-1
174	-1	-1	-1
175	-1	-1	-1
44	86700275	45043835	4
48	-1	-1	-1
54	-1	-1	-1
55	-1	-1	-1
56	-1	-1	-1
45	86701875	45042635	4
49	-1	-1	-1
174	-1	-1	-1
176	-1	-1	-1
177	-1	-1	-1
46	86698575	45044335	2
50	-1	-1	-1
53	-1	-1	-1
47	86698375	45045736	3
50	-1	-1	-1
51	-1	-1	-1
52	-1	-1	-1
48	86699475	45045935	4
51	-1	-1	-1
55	-1	-1	-1
57	-1	-1	-1
58	-1	-1	-1
49	86697575	45047136	3
52	-1	-1	-1
354	-1	-1	-1
355	-1	-1	-1
50	86701675	45044435	4
56	-1	-1	-1
182	-1	-1	-1
184	-1	-1	-1
185	-1	-1	-1
51	86700875	45046235	4
57	-1	-1	-1
184	-1	-1	-1
186	-1	-1	-1
187	-1	-1	-1
52	86698775	45047336	4
58	-1	-1	-1
355	-1	-1	-1
356	-1	-1	-1
357	-1	-1	-1
53	86701975	45030735	2
59	-1	-1	-1
74	-1	-1	-1
54	86701875	45032235	3
62	-1	-1	-1
65	-1	-1	-1
66	-1	-1	-1
55	86701875	45033535	4
63	-1	-1	-1
65	-1	-1	-1
67	-1	-1	-1
68	-1	-1	-1
56	86702375	45032335	3
66	-1	-1	-1
70	-1	-1	-1
71	-1	-1	-1
57	86703175	45033535	3
67	-1	-1	-1
72	-1	-1	-1
73	-1	-1	-1
58	86701875	45034535	4
68	-1	-1	-1
131	-1	-1	-1
133	-1	-1	-1
138	-1	-1	-1
59	86703775	45030935	4
69	-1	-1	-1
70	-1	-1	-1
75	-1	-1	-1
77	-1	-1	-1
60	86704375	45032635	3
71	-1	-1	-1
79	-1	-1	-1
80	-1	-1	-1
61	86704475	45033535	4
72	-1	-1	-1
81	-1	-1	-1
82	-1	-1	-1
83	-1	-1	-1
62	86703075	45034435	4
73	-1	-1	-1
138	-1	-1	-1
139	-1	-1	-1
140	-1	-1	-1
63	86704675	45030035	4
74	-1	-1	-1
75	-1	-1	-1
77	-1	-1	-1
5967	-1	-1	-1
64	86705775	45030035	3
76	-1	-1	-1
78	-1	-1	-1
92	-1	-1	-1
65	86705156	45030035	3
76	-1	-1	-1
5967	-1	-1	-1
5968	-1	-1	-1
66	86707975	45027835	1
78	-1	-1	-1
67	86704475	45033135	3
79	-1	-1	-1
81	-1	-1	-1
84	-1	-1	-1
68	86705175	45032735	3
80	-1	-1	-1
84	-1	-1	-1
88	-1	-1	-1
69	86705675	45033535	4
82	-1	-1	-1
89	-1	-1	-1
90	-1	-1	-1
91	-1	-1	-1
70	86704475	45034535	4
83	-1	-1	-1
140	-1	-1	-1
152	-1	-1	-1
153	-1	-1	-1
71	86705675	45031935	2
85	-1	-1	-1
86	-1	-1	-1
72	86705775	45032535	4
85	-1	-1	-1
88	-1	-1	-1
89	-1	-1	-1
97	-1	-1	-1
73	86706575	45031235	2
86	-1	-1	-1
87	-1	-1	-1
74	86708275	45031435	3
87	-1	-1	-1
95	-1	-1	-1
96	-1	-1	-1
75	86707075	45033535	4
90	-1	-1	-1
99	-1	-1	-1
101	-1	-1	-1
102	-1	-1	-1
76	86705675	45034535	4
91	-1	-1	-1
153	-1	-1	-1
157	-1	-1	-1
158	-1	-1	-1
77	86709975	45030035	3
92	-1	-1	-1
93	-1	-1	-1
94	-1	-1	-1
78	86710075	45030735	3
93	-1	-1	-1
107	-1	-1	-1
108	-1	-1	-1
79	86711875	45030035	2
94	-1	-1	-1
113	-1	-1	-1
80	86707575	45032335	3
95	-1	-1	-1
98	-1	-1	-1
100	-1	-1	-1
81	86709575	45031735	3
96	-1	-1	-1
107	-1	-1	-1
109	-1	-1	-1
82	86707075	45032335	3
97	-1	-1	-1
98	-1	-1	-1
99	-1	-1	-1
83	86708275	45032435	3
100	-1	-1	-1
103	-1	-1	-1
104	-1	-1	-1
84	86708275	45033535	4
101	-1	-1	-1
103	-1	-1	-1
105	-1	-1	-1
106	-1	-1	-1
85	86707075	45034535	4
102	-1	-1	-1
158	-1	-1	-1
229	-1	-1	-1
230	-1	-1	-1
86	86710175	45033535	3
104	-1	-1	-1
110	-1	-1	-1
112	-1	-1	-1
87	86708175	45034535	4
105	-1	-1	-1
229	-1	-1	-1
231	-1	-1	-1
232	-1	-1	-1
88	86709475	45033535	3
106	-1	-1	-1
110	-1	-1	-1
111	-1	-1	-1
89	86711975	45031035	4
108	-1	-1	-1
113	-1	-1	-1
117	-1	-1	-1
118	-1	-1	-1
90	86711775	45032835	4
109	-1	-1	-1
115	-1	-1	-1
122	-1	-1	-1
124	-1	-1	-1
91	86709375	45034535	4
111	-1	-1	-1
232	-1	-1	-1
237	-1	-1	-1
238	-1	-1	-1
92	86711375	45033535	3
112	-1	-1	-1
115	-1	-1	-1
116	-1	-1	-1
93	86712775	45030235	1
114	-1	-1	-1
94	86712575	45031135	6
114	-1	-1	-1
117	-1	-1	-1
119	-1	-1	-1
120	-1	-1	-1
121	-1	-1	-1
5983	-1	-1	-1
95	86711075	45034135	3
116	-1	-1	-1
258	-1	-1	-1
259	-1	-1	-1
96	86712075	45032235	4
118	-1	-1	-1
119	-1	-1	-1
122	-1	-1	-1
123	-1	-1	-1
97	86712375	45032835	4
120	-1	-1	-1
125	-1	-1	-1
128	-1	-1	-1
129	-1	-1	-1
98	86713875	45031435	3
121	-1	-1	-1
1040	-1	-1	-1
1041	-1	-1	-1
99	86712075	45032635	5
123	-1	-1	-1
124	-1	-1	-1
125	-1	-1	-1
126	-1	-1	-1
127	-1	-1	-1
100	86711475	45034535	4
126	-1	-1	-1
265	-1	-1	-1
266	-1	-1	-1
267	-1	-1	-1
101	86711975	45033735	3
127	-1	-1	-1
280	-1	-1	-1
281	-1	-1	-1
102	86713175	45033435	3
128	-1	-1	-1
130	-1	-1	-1
1043	-1	-1	-1
103	86712475	45034035	5
129	-1	-1	-1
281	-1	-1	-1
287	-1	-1	-1
288	-1	-1	-1
289	-1	-1	-1
104	86714875	45034435	3
130	-1	-1	-1
1096	-1	-1	-1
1097	-1	-1	-1
105	86701875	45035435	4
133	-1	-1	-1
135	-1	-1	-1
136	-1	-1	-1
137	-1	-1	-1
106	86703175	45035435	3
136	-1	-1	-1
139	-1	-1	-1
141	-1	-1	-1
107	86703175	45035735	3
141	-1	-1	-1
142	-1	-1	-1
143	-1	-1	-1
108	86703175	45037235	4
142	-1	-1	-1
145	-1	-1	-1
148	-1	-1	-1
149	-1	-1	-1
109	86704375	45035835	3
143	-1	-1	-1
154	-1	-1	-1
156	-1	-1	-1
110	86703175	45039035	4
146	-1	-1	-1
148	-1	-1	-1
150	-1	-1	-1
151	-1	-1	-1
111	86704375	45037235	4
149	-1	-1	-1
156	-1	-1	-1
161	-1	-1	-1
162	-1	-1	-1
112	86704375	45039035	4
150	-1	-1	-1
161	-1	-1	-1
163	-1	-1	-1
164	-1	-1	-1
113	86703175	45040835	4
151	-1	-1	-1
175	-1	-1	-1
178	-1	-1	-1
179	-1	-1	-1
114	86704475	45035435	3
152	-1	-1	-1
154	-1	-1	-1
155	-1	-1	-1
115	86705675	45035535	4
155	-1	-1	-1
157	-1	-1	-1
159	-1	-1	-1
160	-1	-1	-1
116	86705675	45037235	4
159	-1	-1	-1
162	-1	-1	-1
165	-1	-1	-1
166	-1	-1	-1
117	86707075	45035535	4
160	-1	-1	-1
230	-1	-1	-1
233	-1	-1	-1
234	-1	-1	-1
118	86705675	45039035	4
163	-1	-1	-1
166	-1	-1	-1
169	-1	-1	-1
170	-1	-1	-1
119	86704375	45040835	4
164	-1	-1	-1
179	-1	-1	-1
198	-1	-1	-1
199	-1	-1	-1
120	86706975	45037235	4
165	-1	-1	-1
167	-1	-1	-1
168	-1	-1	-1
233	-1	-1	-1
121	86706975	45039035	4
167	-1	-1	-1
169	-1	-1	-1
171	-1	-1	-1
246	-1	-1	-1
122	86708275	45037235	4
168	-1	-1	-1
235	-1	-1	-1
242	-1	-1	-1
243	-1	-1	-1
123	86705675	45040835	4
170	-1	-1	-1
199	-1	-1	-1
205	-1	-1	-1
206	-1	-1	-1
124	86706875	45039435	4
171	-1	-1	-1
172	-1	-1	-1
173	-1	-1	-1
247	-1	-1	-1
125	86705975	45040835	4
172	-1	-1	-1
205	-1	-1	-1
207	-1	-1	-1
208	-1	-1	-1
126	86706975	45040835	4
173	-1	-1	-1
208	-1	-1	-1
211	-1	-1	-1
212	-1	-1	-1
127	86703075	45042635	4
176	-1	-1	-1
178	-1	-1	-1
180	-1	-1	-1
181	-1	-1	-1
128	86701875	45043435	3
177	-1	-1	-1
182	-1	-1	-1
183	-1	-1	-1
129	86703075	45043435	3
180	-1	-1	-1
183	-1	-1	-1
188	-1	-1	-1
130	86704675	45042635	4
181	-1	-1	-1
202	-1	-1	-1
203	-1	-1	-1
204	-1	-1	-1
131	86703175	45044435	4
185	-1	-1	-1
189	-1	-1	-1
190	-1	-1	-1
191	-1	-1	-1
132	86702475	45046235	4
186	-1	-1	-1
192	-1	-1	-1
194	-1	-1	-1
195	-1	-1	-1
133	86700275	45047635	4
187	-1	-1	-1
357	-1	-1	-1
359	-1	-1	-1
6108	-1	-1	-1
134	86703775	45043735	3
188	-1	-1	-1
189	-1	-1	-1
5945	-1	-1	-1
135	86703075	45044835	3
190	-1	-1	-1
192	-1	-1	-1
193	-1	-1	-1
136	86704375	45044435	3
191	-1	-1	-1
217	-1	-1	-1
218	-1	-1	-1
137	86703075	45046235	4
193	-1	-1	-1
194	-1	-1	-1
196	-1	-1	-1
197	-1	-1	-1
138	86701775	45048035	4
195	-1	-1	-1
360	-1	-1	-1
423	-1	-1	-1
424	-1	-1	-1
139	86704375	45046235	4
196	-1	-1	-1
217	-1	-1	-1
219	-1	-1	-1
220	-1	-1	-1
140	86703175	45048035	4
197	-1	-1	-1
423	-1	-1	-1
425	-1	-1	-1
426	-1	-1	-1
141	86705275	45041735	3
198	-1	-1	-1
202	-1	-1	-1
209	-1	-1	-1
142	86704275	45043035	3
200	-1	-1	-1
201	-1	-1	-1
203	-1	-1	-1
143	86703885	45043582	3
200	-1	-1	-1
5945	-1	-1	-1
5946	-1	-1	-1
144	86704314	45043587	2
201	-1	-1	-1
5946	-1	-1	-1
145	86705675	45042635	4
204	-1	-1	-1
210	-1	-1	-1
213	-1	-1	-1
214	-1	-1	-1
146	86705575	45041335	4
206	-1	-1	-1
207	-1	-1	-1
209	-1	-1	-1
210	-1	-1	-1
147	86706875	45042635	4
211	-1	-1	-1
213	-1	-1	-1
215	-1	-1	-1
216	-1	-1	-1
148	86708275	45040835	4
212	-1	-1	-1
249	-1	-1	-1
311	-1	-1	-1
312	-1	-1	-1
149	86705575	45044435	4
214	-1	-1	-1
218	-1	-1	-1
221	-1	-1	-1
222	-1	-1	-1
150	86706875	45044435	4
215	-1	-1	-1
221	-1	-1	-1
223	-1	-1	-1
224	-1	-1	-1
151	86708175	45042635	4
216	-1	-1	-1
311	-1	-1	-1
313	-1	-1	-1
316	-1	-1	-1
152	86705575	45046235	4
219	-1	-1	-1
222	-1	-1	-1
225	-1	-1	-1
226	-1	-1	-1
153	86704375	45048035	4
220	-1	-1	-1
426	-1	-1	-1
441	-1	-1	-1
442	-1	-1	-1
154	86706875	45046235	4
223	-1	-1	-1
225	-1	-1	-1
227	-1	-1	-1
228	-1	-1	-1
155	86708175	45044435	4
224	-1	-1	-1
313	-1	-1	-1
319	-1	-1	-1
320	-1	-1	-1
156	86705575	45048035	4
226	-1	-1	-1
442	-1	-1	-1
443	-1	-1	-1
444	-1	-1	-1
157	86708175	45046235	4
227	-1	-1	-1
319	-1	-1	-1
321	-1	-1	-1
322	-1	-1	-1
158	86706875	45048035	4
228	-1	-1	-1
443	-1	-1	-1
445	-1	-1	-1
446	-1	-1	-1
159	86708175	45035535	4
231	-1	-1	-1
234	-1	-1	-1
235	-1	-1	-1
236	-1	-1	-1
160	86709575	45035535	3
236	-1	-1	-1
237	-1	-1	-1
239	-1	-1	-1
161	86710775	45034535	3
238	-1	-1	-1
257	-1	-1	-1
258	-1	-1	-1
162	86710175	45035535	4
239	-1	-1	-1
240	-1	-1	-1
257	-1	-1	-1
260	-1	-1	-1
163	86709675	45036235	4
240	-1	-1	-1
241	-1	-1	-1
263	-1	-1	-1
275	-1	-1	-1
164	86708975	45037235	4
241	-1	-1	-1
243	-1	-1	-1
251	-1	-1	-1
252	-1	-1	-1
165	86708175	45037835	4
242	-1	-1	-1
244	-1	-1	-1
245	-1	-1	-1
251	-1	-1	-1
166	86707375	45038935	4
244	-1	-1	-1
246	-1	-1	-1
247	-1	-1	-1
248	-1	-1	-1
167	86708275	45039035	4
245	-1	-1	-1
248	-1	-1	-1
249	-1	-1	-1
250	-1	-1	-1
168	86709375	45039035	4
250	-1	-1	-1
253	-1	-1	-1
255	-1	-1	-1
256	-1	-1	-1
169	86709575	45037235	4
252	-1	-1	-1
253	-1	-1	-1
254	-1	-1	-1
271	-1	-1	-1
170	86710775	45037235	4
254	-1	-1	-1
272	-1	-1	-1
299	-1	-1	-1
300	-1	-1	-1
171	86710675	45039035	4
255	-1	-1	-1
299	-1	-1	-1
301	-1	-1	-1
302	-1	-1	-1
172	86709375	45040835	4
256	-1	-1	-1
312	-1	-1	-1
314	-1	-1	-1
315	-1	-1	-1
173	86711175	45034635	5
259	-1	-1	-1
260	-1	-1	-1
261	-1	-1	-1
262	-1	-1	-1
265	-1	-1	-1
174	86711275	45035135	4
261	-1	-1	-1
263	-1	-1	-1
264	-1	-1	-1
269	-1	-1	-1
175	86711475	45035035	4
262	-1	-1	-1
267	-1	-1	-1
269	-1	-1	-1
270	-1	-1	-1
176	86711475	45035835	4
264	-1	-1	-1
275	-1	-1	-1
276	-1	-1	-1
5933	-1	-1	-1
177	86711675	45034535	4
266	-1	-1	-1
268	-1	-1	-1
282	-1	-1	-1
284	-1	-1	-1
178	86711775	45035335	4
268	-1	-1	-1
270	-1	-1	-1
273	-1	-1	-1
274	-1	-1	-1
179	86710775	45036135	3
271	-1	-1	-1
272	-1	-1	-1
279	-1	-1	-1
180	86711775	45035735	4
273	-1	-1	-1
276	-1	-1	-1
277	-1	-1	-1
278	-1	-1	-1
181	86712075	45035535	4
274	-1	-1	-1
286	-1	-1	-1
292	-1	-1	-1
293	-1	-1	-1
182	86711975	45035735	4
277	-1	-1	-1
292	-1	-1	-1
294	-1	-1	-1
295	-1	-1	-1
183	86711935	45036455	2
278	-1	-1	-1
5911	-1	-1	-1
184	86711575	45036535	1
279	-1	-1	-1
185	86711975	45034135	4
280	-1	-1	-1
282	-1	-1	-1
283	-1	-1	-1
287	-1	-1	-1
186	86711975	45034435	4
283	-1	-1	-1
284	-1	-1	-1
285	-1	-1	-1
286	-1	-1	-1
187	86712475	45034435	4
285	-1	-1	-1
288	-1	-1	-1
290	-1	-1	-1
6020	-1	-1	-1
188	86713975	45034835	3
289	-1	-1	-1
1095	-1	-1	-1
1096	-1	-1	-1
189	86714275	45035135	4
290	-1	-1	-1
291	-1	-1	-1
1095	-1	-1	-1
1098	-1	-1	-1
190	86712401	45034880	2
291	-1	-1	-1
6020	-1	-1	-1
191	86712875	45035735	3
293	-1	-1	-1
295	-1	-1	-1
298	-1	-1	-1
192	86712075	45036135	3
294	-1	-1	-1
296	-1	-1	-1
1099	-1	-1	-1
193	86711975	45036635	5
296	-1	-1	-1
297	-1	-1	-1
1111	-1	-1	-1
5911	-1	-1	-1
5934	-1	-1	-1
194	86712075	45037235	4
297	-1	-1	-1
300	-1	-1	-1
303	-1	-1	-1
304	-1	-1	-1
195	86713975	45035835	3
298	-1	-1	-1
1099	-1	-1	-1
1101	-1	-1	-1
196	86712075	45039035	4
301	-1	-1	-1
304	-1	-1	-1
307	-1	-1	-1
308	-1	-1	-1
197	86710675	45040835	4
302	-1	-1	-1
315	-1	-1	-1
327	-1	-1	-1
328	-1	-1	-1
198	86713375	45037235	3
303	-1	-1	-1
305	-1	-1	-1
306	-1	-1	-1
199	86713375	45039035	4
305	-1	-1	-1
307	-1	-1	-1
309	-1	-1	-1
310	-1	-1	-1
200	86714675	45037235	3
306	-1	-1	-1
1102	-1	-1	-1
1103	-1	-1	-1
201	86711975	45040835	4
308	-1	-1	-1
328	-1	-1	-1
331	-1	-1	-1
332	-1	-1	-1
202	86713375	45040835	4
309	-1	-1	-1
331	-1	-1	-1
333	-1	-1	-1
334	-1	-1	-1
203	86714575	45039035	4
310	-1	-1	-1
1102	-1	-1	-1
1104	-1	-1	-1
1105	-1	-1	-1
204	86709475	45042535	4
314	-1	-1	-1
316	-1	-1	-1
317	-1	-1	-1
318	-1	-1	-1
205	86709375	45044435	4
317	-1	-1	-1
320	-1	-1	-1
323	-1	-1	-1
324	-1	-1	-1
206	86710775	45042535	4
318	-1	-1	-1
327	-1	-1	-1
329	-1	-1	-1
330	-1	-1	-1
207	86708175	45048035	4
321	-1	-1	-1
446	-1	-1	-1
506	-1	-1	-1
508	-1	-1	-1
208	86709375	45046235	4
322	-1	-1	-1
323	-1	-1	-1
325	-1	-1	-1
326	-1	-1	-1
209	86710775	45044435	4
324	-1	-1	-1
330	-1	-1	-1
339	-1	-1	-1
341	-1	-1	-1
210	86710775	45046235	4
325	-1	-1	-1
339	-1	-1	-1
340	-1	-1	-1
345	-1	-1	-1
211	86709475	45047935	4
326	-1	-1	-1
508	-1	-1	-1
509	-1	-1	-1
510	-1	-1	-1
212	86711975	45042535	4
329	-1	-1	-1
332	-1	-1	-1
335	-1	-1	-1
336	-1	-1	-1
213	86713375	45042535	4
333	-1	-1	-1
335	-1	-1	-1
337	-1	-1	-1
338	-1	-1	-1
214	86714575	45040835	4
334	-1	-1	-1
1105	-1	-1	-1
1126	-1	-1	-1
1127	-1	-1	-1
215	86711975	45044335	4
336	-1	-1	-1
341	-1	-1	-1
342	-1	-1	-1
343	-1	-1	-1
216	86713275	45044435	4
337	-1	-1	-1
342	-1	-1	-1
344	-1	-1	-1
1134	-1	-1	-1
217	86714575	45042535	4
338	-1	-1	-1
1126	-1	-1	-1
1128	-1	-1	-1
1129	-1	-1	-1
218	86710775	45048035	4
340	-1	-1	-1
510	-1	-1	-1
520	-1	-1	-1
522	-1	-1	-1
219	86711975	45046135	4
343	-1	-1	-1
345	-1	-1	-1
346	-1	-1	-1
347	-1	-1	-1
220	86713275	45046135	4
344	-1	-1	-1
346	-1	-1	-1
348	-1	-1	-1
349	-1	-1	-1
221	86712075	45047935	4
347	-1	-1	-1
522	-1	-1	-1
523	-1	-1	-1
524	-1	-1	-1
222	86713375	45048035	4
348	-1	-1	-1
523	-1	-1	-1
525	-1	-1	-1
526	-1	-1	-1
223	86714575	45046135	4
349	-1	-1	-1
1135	-1	-1	-1
1137	-1	-1	-1
1138	-1	-1	-1
224	86697975	45049836	4
350	-1	-1	-1
358	-1	-1	-1
361	-1	-1	-1
5936	-1	-1	-1
225	86696675	45049836	1
350	-1	-1	-1
226	86697975	45050136	4
351	-1	-1	-1
361	-1	-1	-1
362	-1	-1	-1
363	-1	-1	-1
227	86696675	45050036	1
351	-1	-1	-1
228	86697975	45050736	4
352	-1	-1	-1
362	-1	-1	-1
364	-1	-1	-1
365	-1	-1	-1
229	86696675	45050736	1
352	-1	-1	-1
230	86697975	45051636	4
353	-1	-1	-1
364	-1	-1	-1
366	-1	-1	-1
367	-1	-1	-1
231	86696675	45051636	1
353	-1	-1	-1
232	86696775	45047836	1
354	-1	-1	-1
233	86697975	45049636	2
356	-1	-1	-1
358	-1	-1	-1
234	86699275	45048589	3
359	-1	-1	-1
5938	-1	-1	-1
5939	-1	-1	-1
235	86700749	45047761	3
360	-1	-1	-1
5944	-1	-1	-1
6108	-1	-1	-1
236	86699275	45050136	4
363	-1	-1	-1
370	-1	-1	-1
371	-1	-1	-1
5935	-1	-1	-1
237	86699275	45050736	4
365	-1	-1	-1
370	-1	-1	-1
372	-1	-1	-1
373	-1	-1	-1
238	86699275	45051636	4
366	-1	-1	-1
373	-1	-1	-1
375	-1	-1	-1
376	-1	-1	-1
239	86697975	45053436	4
367	-1	-1	-1
379	-1	-1	-1
382	-1	-1	-1
383	-1	-1	-1
240	86699275	45049736	2
368	-1	-1	-1
5940	-1	-1	-1
241	86699275	45049851	4
368	-1	-1	-1
5935	-1	-1	-1
5936	-1	-1	-1
5937	-1	-1	-1
242	86701775	45049935	4
369	-1	-1	-1
427	-1	-1	-1
428	-1	-1	-1
430	-1	-1	-1
243	86700933	45049868	2
369	-1	-1	-1
5937	-1	-1	-1
244	86701775	45050135	3
371	-1	-1	-1
427	-1	-1	-1
429	-1	-1	-1
245	86700575	45050736	3
372	-1	-1	-1
374	-1	-1	-1
5927	-1	-1	-1
246	86701775	45050735	4
374	-1	-1	-1
429	-1	-1	-1
431	-1	-1	-1
432	-1	-1	-1
247	86700575	45051636	3
375	-1	-1	-1
377	-1	-1	-1
378	-1	-1	-1
248	86699275	45053436	4
376	-1	-1	-1
383	-1	-1	-1
387	-1	-1	-1
388	-1	-1	-1
249	86700575	45053436	4
377	-1	-1	-1
387	-1	-1	-1
389	-1	-1	-1
390	-1	-1	-1
250	86701875	45051635	4
378	-1	-1	-1
431	-1	-1	-1
433	-1	-1	-1
434	-1	-1	-1
251	86696775	45053436	1
379	-1	-1	-1
252	86697975	45056836	4
380	-1	-1	-1
386	-1	-1	-1
395	-1	-1	-1
396	-1	-1	-1
253	86696575	45056836	1
380	-1	-1	-1
254	86697875	45058636	4
381	-1	-1	-1
395	-1	-1	-1
397	-1	-1	-1
398	-1	-1	-1
255	86696475	45058636	1
381	-1	-1	-1
256	86697975	45055236	4
382	-1	-1	-1
384	-1	-1	-1
385	-1	-1	-1
386	-1	-1	-1
257	86696675	45055336	1
384	-1	-1	-1
258	86699175	45055236	4
385	-1	-1	-1
388	-1	-1	-1
391	-1	-1	-1
392	-1	-1	-1
259	86700475	45055236	4
389	-1	-1	-1
391	-1	-1	-1
393	-1	-1	-1
394	-1	-1	-1
260	86701775	45053435	4
390	-1	-1	-1
434	-1	-1	-1
466	-1	-1	-1
467	-1	-1	-1
261	86699175	45056936	3
392	-1	-1	-1
396	-1	-1	-1
399	-1	-1	-1
262	86700475	45057036	4
393	-1	-1	-1
401	-1	-1	-1
402	-1	-1	-1
403	-1	-1	-1
263	86701775	45055236	4
394	-1	-1	-1
466	-1	-1	-1
468	-1	-1	-1
469	-1	-1	-1
264	86699075	45058636	4
397	-1	-1	-1
400	-1	-1	-1
404	-1	-1	-1
405	-1	-1	-1
265	86697875	45059736	3
398	-1	-1	-1
408	-1	-1	-1
412	-1	-1	-1
266	86699175	45057136	3
399	-1	-1	-1
400	-1	-1	-1
401	-1	-1	-1
267	86700475	45058636	4
402	-1	-1	-1
404	-1	-1	-1
406	-1	-1	-1
407	-1	-1	-1
268	86701775	45057036	4
403	-1	-1	-1
469	-1	-1	-1
474	-1	-1	-1
475	-1	-1	-1
269	86699075	45060536	4
405	-1	-1	-1
414	-1	-1	-1
417	-1	-1	-1
418	-1	-1	-1
270	86700375	45060436	4
406	-1	-1	-1
418	-1	-1	-1
419	-1	-1	-1
420	-1	-1	-1
271	86701675	45058636	4
407	-1	-1	-1
474	-1	-1	-1
476	-1	-1	-1
477	-1	-1	-1
272	86697113	45059688	1
408	-1	-1	-1
273	86697275	45061036	2
409	-1	-1	-1
410	-1	-1	-1
274	86697175	45062336	2
409	-1	-1	-1
411	-1	-1	-1
275	86697875	45061036	3
410	-1	-1	-1
413	-1	-1	-1
415	-1	-1	-1
276	86697875	45062336	3
411	-1	-1	-1
415	-1	-1	-1
416	-1	-1	-1
277	86697875	45060436	3
412	-1	-1	-1
413	-1	-1	-1
414	-1	-1	-1
278	86699075	45062336	3
416	-1	-1	-1
417	-1	-1	-1
421	-1	-1	-1
279	86700375	45062336	3
419	-1	-1	-1
421	-1	-1	-1
422	-1	-1	-1
280	86701775	45060436	4
